0,6.849999,-1.725001
0,7.106894,-1.614391
0,7.86066,-0.7483907
0,9.1128,0
0,10.81686,0
1.154541,12.45951,1.3
2.391442,13.24415,1.3
3.564538,13.21158,1.3
3.862079,12.49309,-1.268786
3.212857,12.37233,0
3.296738,13.11385,0.4827962
4.091078,14.54831,1.260192
5.154484,14.77355,-0.4444299
4.421404,13.76662,-0.1647248
3.667501,12.27852,-0.6801939
2.670197,10.62732,-0.8873734
1.56163,9.024097,-1.045036
0.460664,8.027565,-0.9678125
0,7.877426,-0.3030453
0,7.877426,-6
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877426,-0.1838608
0,7.877872,-0.1838608
0,8.079201,-0.08912086
0.03092383,8.943317,0.1188011
0.8006688,10.25043,1.3
2.039725,11.10027,1.3
2.858355,11.40068,-0.4778538
2.579536,12.2472,0.2487574
3.290808,13.4922,1.3
4.383611,14.22576,1.3
4.411702,14.75397,0
4.553547,15.9845,1.080515
5.608078,16.97916,1.3
6.236058,17.38738,-0.808342
5.686958,18.4577,0.9524946
6.595403,19.68263,1.3
7.524057,20.33384,1.3
7.268064,20.89388,0
7.541634,22.09859,1.3
8.45879,22.85542,1.3
8.490672,23.23832,-0.1359959
8.299578,24.33337,1.3
9.170346,25.23137,1.3
9.99259,25.53488,1.056479
9.040718,26.1716,0
9.393313,27.5154,1.3
10.19861,28.32295,1.3
10.98398,28.55487,1.3
10.19399,28.90901,0
10.48071,29.99023,1.3
11.24854,30.56413,1.3
11.42352,30.62312,-1.197347
10.65692,31.51288,1.3
11.42478,32.4041,1.3
12.14779,32.68896,1.3
11.66719,32.84619,0
11.71651,33.69608,1.3
12.42999,34.10373,1.3
12.54225,34.01331,-1.057537
11.68,34.78342,1.3
12.393,35.60175,1.3
13.06413,35.83737,1.3
12.74038,35.83643,0
12.73375,36.43204,1.3
13.38283,36.61526,1.3
12.86849,36.60855,0
12.79088,37.35712,1.3
13.4518,37.73062,1.3
13.90047,37.53171,-1.154709
12.70061,38.03247,0
13.19017,38.85318,1.3
13.83077,39.12216,1.3
14.41271,38.83298,1.3
13.14687,39.07578,0
13.51006,39.80927,1.3
14.11959,39.98975,1.3
14.23945,39.69098,-0.1908531
13.73318,39.9209,1.3
14.32498,40.0119,1.3
14.04645,39.44342,-1.412418
13.32799,39.70032,1.3
13.94757,38.78326,1.3
13.32194,35.99481,0
12.25503,32.32629,-0.4831123
10.83508,27.98041,-0.8279943
9.294579,23.59229,-1.116963
7.544602,19.4314,-1.205469
5.827863,15.6922,-1.426558
4.074162,12.46576,-1.485287
2.373796,9.80304,-1.548254
0.8269222,8.228882,-1.18743
0,7.916321,-0.1865401
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
0,7.916321,-0.1255188
